Paper ID,Title,Authors,Year,Publication Date,Venue,Citation Count,Source Database,Abstract,URL,__norm_title,text_for_detection,moral_theories_list,moral_theories,likely_journal_article
5778f13d908ce2ed023675fceda07aa58ab671c3,Beneath the Surface of White Supremacy: Denaturalizing U.S. Racisms Past and Present,,2017,2017-01-01,,14,Semantic Scholar,,https://www.semanticscholar.org/paper/5778f13d908ce2ed023675fceda07aa58ab671c3,beneath the surface of white supremacy: denaturalizing u.s. racisms past and present,Beneath the Surface of White Supremacy: Denaturalizing U.S. Racisms Past and Present. ,[],,True
305d941cee7cbaf736f2c06d8a6a1350ae7c3753,Keynote Address: Untying the Moral Knot of Abortion,C. Borgmann,2014,2014-05-16,,2,Semantic Scholar,,https://www.semanticscholar.org/paper/305d941cee7cbaf736f2c06d8a6a1350ae7c3753,keynote address: untying the moral knot of abortion,Keynote Address: Untying the Moral Knot of Abortion. ,[],,True
ddc00095f7a80a18e2d8238f250849e939631adc,"Power, politics, and paranoia: An introduction",J. Prooijen; P. Lange,2014,2014-07-01,,5,Semantic Scholar,,https://www.semanticscholar.org/paper/ddc00095f7a80a18e2d8238f250849e939631adc,"power, politics, and paranoia: an introduction","Power, politics, and paranoia: An introduction. ",[],,True
667c34bf9b7eaf0c3c76fe11f422eff5bd845f3e,The Effective Way of Building Harmonious Relation of the People and Police on Network,Li Ci,2011,,,0,Semantic Scholar,,https://www.semanticscholar.org/paper/667c34bf9b7eaf0c3c76fe11f422eff5bd845f3e,the effective way of building harmonious relation of the people and police on network,The Effective Way of Building Harmonious Relation of the People and Police on Network. ,[],,True
b5f24e716c6494c8572bcd49104fe8bf33f84a6c,"1 Power, politics, and paranoia: an introduction",J. Prooijen; P. Lange,2014,,,0,Semantic Scholar,,https://www.semanticscholar.org/paper/b5f24e716c6494c8572bcd49104fe8bf33f84a6c,"1 power, politics, and paranoia: an introduction","1 Power, politics, and paranoia: an introduction. ",[],,True
85c8ea37cfded016292aba754a59984303d2be67,Human Rights: The Role of the State and the Church,K. Thompson,1986,1986-10-01,,0,Semantic Scholar,,https://www.semanticscholar.org/paper/85c8ea37cfded016292aba754a59984303d2be67,human rights: the role of the state and the church,Human Rights: The Role of the State and the Church. ,['Deontology'],Deontology,True
http://arxiv.org/abs/1808.09037v2,Measuring the Volatility of the Political agenda in Public Opinion and News Media,Chico Q. Camargo; Scott A. Hale; Peter John; Helen Z. Margetts,2018,2018-08-27T21:28:46Z,arXiv,0,ArXiv,"Recent election surprises, regime changes, and political shocks indicate that political agendas have become more fast-moving and volatile. The ability to measure the complex dynamics of agenda change and capture the nature and extent of volatility in political systems is therefore more crucial than ever before. This study proposes a definition and operationalization of volatility that combines insights from political science, communications, information theory, and computational techniques. The proposed measures of fractionalization and agenda change encompass the shifting salience of issues in the agenda as a whole and allow the study of agendas across different domains. We evaluate these metrics and compare them to other measures such as issue-level survival rates and the Pedersen Index, which uses public-opinion poll data to measure public agendas, as well as traditional media content to measure media agendas in the UK and Germany. We show how these measures complement existing approaches and could be employed in future agenda-setting research.",http://arxiv.org/abs/1808.09037v2,measuring the volatility of the political agenda in public opinion and news media,"Measuring the Volatility of the Political agenda in Public Opinion and News Media. Recent election surprises, regime changes, and political shocks indicate that political agendas have become more fast-moving and volatile. The ability to measure the complex dynamics of agenda change and capture the nature and extent of volatility in political systems is therefore more crucial than ever before. This study proposes a definition and operationalization of volatility that combines insights from political science, communications, information theory, and computational techniques. The proposed measures of fractionalization and agenda change encompass the shifting salience of issues in the agenda as a whole and allow the study of agendas across different domains. We evaluate these metrics and compare them to other measures such as issue-level survival rates and the Pedersen Index, which uses public-opinion poll data to measure public agendas, as well as traditional media content to measure media agendas in the UK and Germany. We show how these measures complement existing approaches and could be employed in future agenda-setting research.",[],,False
http://arxiv.org/abs/1303.0042v1,Twelve Years of Education and Public Outreach with the Fermi Gamma-ray Space Telescope,Lynn Cominsky; Kevin McLin; Aurore Simonnet; the Fermi Education; Public Outreach Team,2013,2013-02-28T23:24:41Z,arXiv,0,ArXiv,"During the past twelve years, NASA's Fermi Gamma-ray Space Telescope has supported a wide range of Education and Public Outreach (E/PO) activities, targeting K-14 students and the general public. The purpose of the Fermi E/PO program is to increase student and public understanding of the science of the high-energy Universe, through inspiring, engaging and educational activities linked to the mission's science objectives. The E/PO program has additional more general goals, including increasing the diversity of students in the Science, Technology, Engineering and Mathematics (STEM) pipeline, and increasing public awareness and understanding of Fermi science and technology. Fermi's multi-faceted E/PO program includes elements in each major outcome category: Higher Education; Elementary and Secondary Education; Informal Education and Public Outreach.",http://arxiv.org/abs/1303.0042v1,twelve years of education and public outreach with the fermi gamma-ray space telescope,"Twelve Years of Education and Public Outreach with the Fermi Gamma-ray Space Telescope. During the past twelve years, NASA's Fermi Gamma-ray Space Telescope has supported a wide range of Education and Public Outreach (E/PO) activities, targeting K-14 students and the general public. The purpose of the Fermi E/PO program is to increase student and public understanding of the science of the high-energy Universe, through inspiring, engaging and educational activities linked to the mission's science objectives. The E/PO program has additional more general goals, including increasing the diversity of students in the Science, Technology, Engineering and Mathematics (STEM) pipeline, and increasing public awareness and understanding of Fermi science and technology. Fermi's multi-faceted E/PO program includes elements in each major outcome category: Higher Education; Elementary and Secondary Education; Informal Education and Public Outreach.",[],,False
http://arxiv.org/abs/1910.05274v4,A Geometric Model of Opinion Polarization,Jan Hązła; Yan Jin; Elchanan Mossel; Govind Ramnarayan,2019,2019-10-11T16:06:24Z,arXiv,0,ArXiv,"We introduce a simple, geometric model of opinion polarization. It is a model of political persuasion, as well as marketing and advertising, utilizing social values. It focuses on the interplay between different topics and persuasion efforts. We demonstrate that societal opinion polarization often arises as an unintended byproduct of influencers attempting to promote a product or idea. We discuss a number of mechanisms for the emergence of polarization involving one or more influencers, sending messages strategically, heuristically, or randomly. We also examine some computational aspects of choosing the most effective means of influencing agents, and the effects of those strategic considerations on polarization.",http://arxiv.org/abs/1910.05274v4,a geometric model of opinion polarization,"A Geometric Model of Opinion Polarization. We introduce a simple, geometric model of opinion polarization. It is a model of political persuasion, as well as marketing and advertising, utilizing social values. It focuses on the interplay between different topics and persuasion efforts. We demonstrate that societal opinion polarization often arises as an unintended byproduct of influencers attempting to promote a product or idea. We discuss a number of mechanisms for the emergence of polarization involving one or more influencers, sending messages strategically, heuristically, or randomly. We also examine some computational aspects of choosing the most effective means of influencing agents, and the effects of those strategic considerations on polarization.",[],,False
http://arxiv.org/abs/1406.7770v3,A Psychologically-Motivated Model of Opinion Change with Applications to American Politics,Peter Duggins,2014,2014-06-30T15:12:57Z,arXiv,0,ArXiv,"Agent-based models are versatile tools for studying how societal opinion change, including political polarization and cultural diffusion, emerges from individual behavior. This study expands agents' psychological realism using empirically-motivated rules governing interpersonal influence, commitment to previous beliefs, and conformity in social contexts. Computational experiments establish that these extensions produce three novel results: (a) sustained strong diversity of opinions within the population, (b) opinion subcultures, and (c) pluralistic ignorance. These phenomena arise from a combination of agents' intolerance, susceptibility and conformity, with extremist agents and social networks playing important roles. The distribution and dynamics of simulated opinions reproduce two empirical datasets on Americans' political opinions.",http://arxiv.org/abs/1406.7770v3,a psychologically-motivated model of opinion change with applications to american politics,"A Psychologically-Motivated Model of Opinion Change with Applications to American Politics. Agent-based models are versatile tools for studying how societal opinion change, including political polarization and cultural diffusion, emerges from individual behavior. This study expands agents' psychological realism using empirically-motivated rules governing interpersonal influence, commitment to previous beliefs, and conformity in social contexts. Computational experiments establish that these extensions produce three novel results: (a) sustained strong diversity of opinions within the population, (b) opinion subcultures, and (c) pluralistic ignorance. These phenomena arise from a combination of agents' intolerance, susceptibility and conformity, with extremist agents and social networks playing important roles. The distribution and dynamics of simulated opinions reproduce two empirical datasets on Americans' political opinions.",[],,False
http://arxiv.org/abs/2401.01346v1,"Modeling Opinion Toroidal Polarization: Insights from Bounding Confidence Beyond, Distance Matters",Yasuko Kawahata,2023,2023-11-23T18:55:56Z,arXiv,0,ArXiv,"Deterministic dynamics is a mathematical model used to describe the temporal evolution of a system, generally expressed as dx/dt = F(x), where x represents the system's state, and F(x) determines its dynamics. It is employed to understand long-term system behavior, including opinion formation and polarization in online communities. Opinion dynamics models, like the Katz model and the logistic map, help analyze how individual opinions are influenced within social networks and exhibit chaotic behavior. These models are crucial for studying opinion formation and collective behavior on social media, especially in conjunction with branching theory. For instance, Galam's Ising model applies principles from physics to social sciences, representing individual opinions as ""spins"" and illustrating how local interactions influence consensus formation. The Bounding Confidence model considers opinions within a confidence interval, showing how opinions converge or polarize. These models effectively analyze opinion dynamics in online communities, aiding in understanding trends and viral phenomena on social media. This research aims to analyze discourse flow and opinion evolution, predicting future trends in online communities and decoding digital-age human interaction dynamics. Combining branching theory with opinion dynamics models enhances our understanding of digital communication. In the modified opinion dynamics model, the weight parameter h for distance introduces distance-based interaction terms. The update equation is adjusted to control interaction strength based on distance, with hij calculated from the distance dij. This customization allows for a more accurate representation of opinion dynamics in specific scenarios, forming the basis for discussions in this paper.",http://arxiv.org/abs/2401.01346v1,"modeling opinion toroidal polarization: insights from bounding confidence beyond, distance matters","Modeling Opinion Toroidal Polarization: Insights from Bounding Confidence Beyond, Distance Matters. Deterministic dynamics is a mathematical model used to describe the temporal evolution of a system, generally expressed as dx/dt = F(x), where x represents the system's state, and F(x) determines its dynamics. It is employed to understand long-term system behavior, including opinion formation and polarization in online communities. Opinion dynamics models, like the Katz model and the logistic map, help analyze how individual opinions are influenced within social networks and exhibit chaotic behavior. These models are crucial for studying opinion formation and collective behavior on social media, especially in conjunction with branching theory. For instance, Galam's Ising model applies principles from physics to social sciences, representing individual opinions as ""spins"" and illustrating how local interactions influence consensus formation. The Bounding Confidence model considers opinions within a confidence interval, showing how opinions converge or polarize. These models effectively analyze opinion dynamics in online communities, aiding in understanding trends and viral phenomena on social media. This research aims to analyze discourse flow and opinion evolution, predicting future trends in online communities and decoding digital-age human interaction dynamics. Combining branching theory with opinion dynamics models enhances our understanding of digital communication. In the modified opinion dynamics model, the weight parameter h for distance introduces distance-based interaction terms. The update equation is adjusted to control interaction strength based on distance, with hij calculated from the distance dij. This customization allows for a more accurate representation of opinion dynamics in specific scenarios, forming the basis for discussions in this paper.",[],,False
http://arxiv.org/abs/2504.21849v1,"Public Opinion and The Rise of Digital Minds: Perceived Risk, Trust, and Regulation Support",Justin B. Bullock; Janet V. T. Pauketat; Hsini Huang; Yi-Fan Wang; Jacy Reese Anthis,2025,2025-04-30T17:56:23Z,arXiv,0,ArXiv,"Governance institutions must respond to societal risks, including those posed by generative AI. This study empirically examines how public trust in institutions and AI technologies, along with perceived risks, shape preferences for AI regulation. Using the nationally representative 2023 Artificial Intelligence, Morality, and Sentience (AIMS) survey, we assess trust in government, AI companies, and AI technologies, as well as public support for regulatory measures such as slowing AI development or outright bans on advanced AI. Our findings reveal broad public support for AI regulation, with risk perception playing a significant role in shaping policy preferences. Individuals with higher trust in government favor regulation, while those with greater trust in AI companies and AI technologies are less inclined to support restrictions. Trust in government and perceived risks significantly predict preferences for both soft (e.g., slowing development) and strong (e.g., banning AI systems) regulatory interventions. These results highlight the importance of public opinion in AI governance. As AI capabilities advance, effective regulation will require balancing public concerns about risks with trust in institutions. This study provides a foundational empirical baseline for policymakers navigating AI governance and underscores the need for further research into public trust, risk perception, and regulatory strategies in the evolving AI landscape.",http://arxiv.org/abs/2504.21849v1,"public opinion and the rise of digital minds: perceived risk, trust, and regulation support","Public Opinion and The Rise of Digital Minds: Perceived Risk, Trust, and Regulation Support. Governance institutions must respond to societal risks, including those posed by generative AI. This study empirically examines how public trust in institutions and AI technologies, along with perceived risks, shape preferences for AI regulation. Using the nationally representative 2023 Artificial Intelligence, Morality, and Sentience (AIMS) survey, we assess trust in government, AI companies, and AI technologies, as well as public support for regulatory measures such as slowing AI development or outright bans on advanced AI. Our findings reveal broad public support for AI regulation, with risk perception playing a significant role in shaping policy preferences. Individuals with higher trust in government favor regulation, while those with greater trust in AI companies and AI technologies are less inclined to support restrictions. Trust in government and perceived risks significantly predict preferences for both soft (e.g., slowing development) and strong (e.g., banning AI systems) regulatory interventions. These results highlight the importance of public opinion in AI governance. As AI capabilities advance, effective regulation will require balancing public concerns about risks with trust in institutions. This study provides a foundational empirical baseline for policymakers navigating AI governance and underscores the need for further research into public trust, risk perception, and regulatory strategies in the evolving AI landscape.",[],,False
http://arxiv.org/abs/1105.0323v1,Modeling Scattering Polarization for Probing Solar Magnetism,Javier Trujillo Bueno,2011,2011-05-02T13:35:22Z,arXiv,0,ArXiv,"This paper considers the problem of modeling the light polarization that emerges from an astrophysical plasma composed of atoms whose excitation state is significantly influenced by the anisotropy of the incident radiation field. In particular, it highlights how radiative transfer simulations in three-dimensional models of the quiet solar atmosphere may help us to probe its thermal and magnetic structure, from the near equilibrium photosphere to the highly non-equilibrium upper chromosphere. The paper finishes with predictions concerning the amplitudes and magnetic sensitivities of the linear polarization signals produced by scattering processes in two transition region lines, which should encourage us to develop UV polarimeters for sounding rockets and space telescopes with the aim of opening up a new diagnostic window in astrophysics.",http://arxiv.org/abs/1105.0323v1,modeling scattering polarization for probing solar magnetism,"Modeling Scattering Polarization for Probing Solar Magnetism. This paper considers the problem of modeling the light polarization that emerges from an astrophysical plasma composed of atoms whose excitation state is significantly influenced by the anisotropy of the incident radiation field. In particular, it highlights how radiative transfer simulations in three-dimensional models of the quiet solar atmosphere may help us to probe its thermal and magnetic structure, from the near equilibrium photosphere to the highly non-equilibrium upper chromosphere. The paper finishes with predictions concerning the amplitudes and magnetic sensitivities of the linear polarization signals produced by scattering processes in two transition region lines, which should encourage us to develop UV polarimeters for sounding rockets and space telescopes with the aim of opening up a new diagnostic window in astrophysics.",[],,False
http://arxiv.org/abs/2311.03137v2,"Phase Field Modeling in Social Media Dynamics:Simulation of Opinion Evolution with Feedback, Separation",Yasuko Kawahata,2023,2023-11-06T14:33:53Z,arXiv,0,ArXiv,"This study introduces a new numerical model to simulate how information is comprehended and processed on social networks, using continuous ""Phase Field Modeling"" variables (phiA, phiB, phiC) to represent individual users' opinions. It captures the immediate and two-way nature of social media interactions, reproducing the spread and feedback of information. The model incorporates psychological and social factors like confirmation bias and opinion rigidity to analyze information processing and opinion development among users. It also explores the dynamics of opinion segregation and interaction in and out of filter bubbles, offering a quantitative view of opinion dynamics on platforms like social networking services (SNS). This approach combines theoretical models with real-world social network data to study the effects of information concentration on opinion formation and the phenome Phase Field Modeling of opinion polarization and echo chamber effects on SNS. This paper is partially an attempt to utilize ""Generative AI"" and was written with educational intent. There are currently no plans for it to become a peer-reviewed paper.",http://arxiv.org/abs/2311.03137v2,"phase field modeling in social media dynamics:simulation of opinion evolution with feedback, separation","Phase Field Modeling in Social Media Dynamics:Simulation of Opinion Evolution with Feedback, Separation. This study introduces a new numerical model to simulate how information is comprehended and processed on social networks, using continuous ""Phase Field Modeling"" variables (phiA, phiB, phiC) to represent individual users' opinions. It captures the immediate and two-way nature of social media interactions, reproducing the spread and feedback of information. The model incorporates psychological and social factors like confirmation bias and opinion rigidity to analyze information processing and opinion development among users. It also explores the dynamics of opinion segregation and interaction in and out of filter bubbles, offering a quantitative view of opinion dynamics on platforms like social networking services (SNS). This approach combines theoretical models with real-world social network data to study the effects of information concentration on opinion formation and the phenome Phase Field Modeling of opinion polarization and echo chamber effects on SNS. This paper is partially an attempt to utilize ""Generative AI"" and was written with educational intent. There are currently no plans for it to become a peer-reviewed paper.",[],,False
